Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Number Of Days for Delivery (product.metafields.custom.number_of_days_for_delivery),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Animal type (product.metafields.shopify.animal-type),Aquarium filter features (product.metafields.shopify.aquarium-filter-features),Color (product.metafields.shopify.color-pattern),Fish type (product.metafields.shopify.fish-type),Package type (product.metafields.shopify.package-type),Pet food flavor (product.metafields.shopify.pet-food-flavor),Pet supply product form (product.metafields.shopify.pet-supply-product-form),Plant characteristics (product.metafields.shopify.plant-characteristics),Plant class (product.metafields.shopify.plant-class),Plant name (product.metafields.shopify.plant-name),Power source (product.metafields.shopify.power-source),Suitable for fish type (product.metafields.shopify.suitable-for-fish-type),Suitable for water type (product.metafields.shopify.suitable-for-water-type),Suitable space (product.metafields.shopify.suitable-space),Sunlight (product.metafields.shopify.sunlight),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status,t,group
silver-dollar-3,"Silver Dollar 2"" (Pair)","<p data-mce-fragment=""1"">The Silver Dollar (Metynnis argenteus)  is a larger tetra species that has only recently been bred in captivity. This omnivorous species eats a great deal of vegetable matter and it is a very active schooling fish that makes for a great display fish in larger aquaria. It is very peaceful and makes an excellent tank mate for most fish species that are too large to be considered prey. </p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""> The Silver Dollar typically occupies the middle and top areas of the water column. It is a somewhat nervous fish, so a secure lid is necessary to ensure that it does not jump out of the aquarium when startled. Though it is a peaceful fish that is mostly herbivorous, it may prey on fish and invertebrates that are small enough to fit in its mouth. It requires a fair amount of cover to feel secure, but it will eat some aquarium plants. Only very durable live plants such as <em data-mce-fragment=""1"">Anubias</em> should be kept with the Silver Dollar, and even these plants may need to be replaced periodically. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">What We Like About This Fish:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Very rare, especially tank-bred specimens</li>
<li data-mce-fragment=""1"">Active, schooling community fish that thrives in larger aquariums</li>
<li data-mce-fragment=""1"">Compatible with most fish and many invertebrates</li>
<li data-mce-fragment=""1"">Excellent centrepiece fish</li>
<li data-mce-fragment=""1"">Adaptable to a wide variety of water conditions</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">RECOMMENDED TANK PARAMETERS:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Temperature</u>:  73° - 81° F (23° - 27° C)</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">pH</u>:  6.0 - 7.0</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">KH</u>:  1 - 10 dKH</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Minimum tank size</u>: 75+ gallons for a small school</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1""> </strong></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">CARE GUIDELINES: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Diet</u>:  Omnivorous.  Lots of vegetable matter is required. High quality dry foods will be accepted, but should be supplemented often with frozen and live foods.</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Social behaviour</u>:  Schooling/shoaling, and should be kept in as large of groups as possible. Peaceful with most other fish and invertebrates too large to be considered prey.</li>
</ul>
<h1 data-mce-fragment=""1""> </h1>
<br>
<ul></ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube-nocookie.com/embed/aWSNcjlcKOM"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>",Best4Pets,Uncategorized,,"barb, Exclusive fish, freshwater fish, South american",false,Title,Default Title,,,,,,,,,2500.0,shopify,-5,deny,manual,228.00,220.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/silverdollar.best4pets.in.jpg?v=1658152862,1,"Silver Dollar 3""",false,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,"silver dollar 2"" (pair)",Silver Dollar/Large Characin
golden-cobra-snakehead-4,"Golden Cobra Snakehead 4""","<p>Golden Cobra Channa or Channa aurantimaculata are large growing snakeheads. We are offering 6"" Size these will easily grow to 16-18"" size if given the space. </p>
<p>Snakeheads are a very easy to keep species provided their basic requirements are met. </p>",Best4Pets,,,"Exclusive fish, freshwater fish, nada-hidden, native indian, Snakehead",false,Title,Default Title,,,,,,,,,2000.0,shopify,0,deny,manual,1350.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/images_11.jpg?v=1658152540,1,Golden Cobra Snakehead,false,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,"golden cobra snakehead 4""",Snakehead
albino-short-body-flowerhorn,Albino Short Body Flowerhorn 3inch,"<p>Welcome to the enchanting world of Flowerhorn fish at Best4Pets, where we are excited to introduce the stunning 2-inch size Short Body Flowerhorn, a captivating addition to any aquarium. Known for its vibrant colors, unique patterns, and spirited personality, the Short Body Flowerhorn is more than just a pet; it's a living piece of art.</p>
<p> </p>
<p>Key Features:</p>
<p> </p>
<p>Size and Body Shape: At a petite 2 inches, this Short Body Flowerhorn is perfect for enthusiasts who appreciate the beauty of Flowerhorns in a compact form. Its distinct short body shape, characterized by a rounded, bulky frame, adds an adorable charm without compromising on the breed's trademark vibrancy.</p>
<p> </p>
<p>Color and Patterns: Each Short Body Flowerhorn boasts a unique color palette, ranging from rich reds and blues to dazzling golds and oranges. The striking patterns and the signature hump on their head, known as a kok, make each fish a one-of-a-kind treasure.</p>
<p> </p>
<p>Personality: Despite their small stature, 2-inch Short Body Flowerhorns are known for their dynamic and engaging personalities. They are curious, interactive, and can even recognize their caregivers, making them a delightful addition to your aquatic family.</p>
<p> </p>
<p>Care and Maintenance: Ideal for both beginners and seasoned aquarists, Short Body Flowerhorns are resilient and adaptable. They thrive in well-maintained aquariums with ample space to explore. Regular water changes, a balanced diet, and attention to water parameters ensure their health and vibrant colors.</p>
<p> </p>
<p>Why Best4Pets? At Best4Pets, we pride ourselves on sourcing the finest Flowerhorns. Each of our 2-inch Short Body Flowerhorns is carefully selected for health, coloration, and personality. With our expert care guides and dedicated support, you're sure to find the perfect companion for your aquarium.</p>
<p> </p>
<p>Conclusion:</p>
<p> </p>
<p>Dive into the world of Flowerhorn fish with Best4Pets and discover the irresistible charm of the 2-inch Short Body Flowerhorn. Whether you're a novice or a dedicated aquarist, this petite powerhouse of personality and color is bound to enchant you. Explore our collection today and embark on a vibrant aquatic adventure.</p>",Best4Pets,Uncategorized,,"Flowerhorn, freshwater fish, vastu",false,Title,Default Title,,,,,,,,,2000.0,shopify,-10,deny,manual,550.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/files/06a7b740401beaaac49f901204984abb.jpg?v=1720408413,1,,false,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,albino short body flowerhorn 3inch,SA/CA Cichlid (large)
koi-red-tuxedo-shot-body-guppy-pair,Koi Red Tuxedo Shot Body Guppy (Pair),"<p data-mce-fragment=""1""><span style=""font-size: 11pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 11pt;""><span style=""line-height: normal;"" data-mce-fragment=""1"" data-mce-style=""line-height: normal;""><span style=""font-size: 12.0pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 12.0pt;"">The <b data-mce-fragment=""1"">Koi Tuxedo Guppy</b> is a great color variation of the scientifically also called <i data-mce-fragment=""1"">Poecilia reticulata</i> ornamental fish. The wild form comes from <b data-mce-fragment=""1"">South America</b> and is one of the most popular fish in the hobby at all. Especially its simple and uncomplicated keeping, but also the easy breedability, which has not for nothing earned me the nickname  ""million fish"", make it so desirable.</span></span></span></p>
<p data-mce-fragment=""1""><span style=""font-size: 11pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 11pt;""><span style=""line-height: normal;"" data-mce-fragment=""1"" data-mce-style=""line-height: normal;""><span style=""font-size: 12.0pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 12.0pt;"">The Koi <b data-mce-fragment=""1"">Tuxedo</b> has a <b data-mce-fragment=""1"">red head and red fins</b> with a <b data-mce-fragment=""1"">black</b> <b data-mce-fragment=""1"">base color</b>. The males are usually more intensely colored than the females and have larger fins. They also have a <b data-mce-fragment=""1"">gonopodium</b> converted to a mating organ, which is a pen-shaped anal fin. Females grow slightly larger and have a more sail-shaped anal fin. They can still fertilize themselves a few times, which is why there can still be offspring even in an all-girl community. They give birth to up to 20 live young every 3 weeks, which is why they are also called <b data-mce-fragment=""1"">viviparous toothcarps</b>.</span></span></span></p>
<p data-mce-fragment=""1""><span style=""font-size: 11pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 11pt;""><span style=""line-height: normal;"" data-mce-fragment=""1"" data-mce-style=""line-height: normal;""><span style=""font-size: 12.0pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 12.0pt;"">Offer your favorites a tank <b data-mce-fragment=""1"">from 54 liters</b>, you can also keep different Guppy colors together, but it may be that they cross and thus a colorful miracle bag of offspring comes out. Offer your animals dense planting in places, so that young animals and annoyed females can retreat a little, but still make sure there is enough swimming space. In their water values they are relatively undemanding, as long as it is well maintained.</span></span></span></p>
<p data-mce-fragment=""1""><span style=""font-size: 11pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 11pt;""><span style=""line-height: normal;"" data-mce-fragment=""1"" data-mce-style=""line-height: normal;""><span style=""font-size: 12.0pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 12.0pt;"">You can also <b data-mce-fragment=""1"">socialize</b> your Koi Tuxedo with other fish, but you should refrain from Endler Guppies, because they hybridize. <b data-mce-fragment=""1"">Tetras,</b> danios or <b data-mce-fragment=""1"">catfish</b> are suitable, also <b data-mce-fragment=""1"">mollies</b> or <b data-mce-fragment=""1"">platies</b> can be kept together with them. <b data-mce-fragment=""1"">Dwarf shrimps</b> are also suitable, but it is possible that careless juveniles will be eaten. However, it is better to avoid crayfish, because they can catch the guppy sleeping on the bottom.</span></span></span></p>
<p data-mce-fragment=""1""><span style=""font-size: 11pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 11pt;""><span style=""line-height: normal;"" data-mce-fragment=""1"" data-mce-style=""line-height: normal;""><span style=""font-size: 12.0pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 12.0pt;"">As <b data-mce-fragment=""1"">omnivores</b>, the guppies eat conventional dry and flake food, you can also use ornamental fish food for omnivores. From time to time they will also tug at algae or over-broiled vegetables. You can spice up their menu with <b data-mce-fragment=""1"">live and frozen food</b>.</span></span></span><strong data-mce-fragment=""1""><span style=""font-size: 11.0pt;"" data-mce-fragment=""1"" data-mce-style=""font-size: 11.0pt;""><span style=""line-height: 115%;"" data-mce-fragment=""1"" data-mce-style=""line-height: 115%;""><span style=""color: red;"" data-mce-fragment=""1"" data-mce-style=""color: red;""></span></span></span></strong></p>",Best4Pets,Uncategorized,,"Exclusive fish, freshwater fish, guppy, livebearer, nada-hidden",false,Title,Default Title,,,,,,,,,1500.0,shopify,0,deny,manual,270.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/files/koi.red.tuxedo.best4pets.in.jpg?v=1713116014,1,,false,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,koi red tuxedo shot body guppy (pair),Koi
german-midnight-ramirezi,German Midnight Black Ramirezi (Pair),"<p><strong>This very new and rare color variety is in very high demand and we have very healthy subadult India bred specimens!</strong></p>
<p> </p>
<p>The German Midnight Black Ram Cichlid (<em>Mikrogeophagus ramirezi</em> “German Black”) is a very new and very rare variant of its species. This particular variant is known for the much higher amount of black coloration that is displayed in both males and females. Rams and other dwarf cichlids are very popular among aquarists due to their vivid coloration, small size, and interesting personalities. Most dwarf cichlids are much less aggressive than most larger cichlids. The German Midnight Black Ram Cichlid is not known to breed true, and is initially more delicate and reportedly somewhat more aggressive than most other color varieties of its species. These factors are all contributors to its rarity.</p>
<p> </p>
<p>The German Midnight Black Ram Cichlid will thrive in an aquarium with a sandy substrate and plenty of refuge such as clay pots, driftwood, and rock formations. It is an excellent candidate for the planted aquarium, but it also needs a fair amount of open space. This cichlid is generally compatible with other peaceful fish as long as it has plenty of space. Territoriality is typically at its peak during spawning.  Dwarf shrimp and other small, delicate invertebrates should not be kept with the German Midnight Black Ram Cichlid, but more durable, larger shrimp and snails could possibly make good tankmates in a large enough aquarium. If spawning is desired, tankmates of other species should be kept to a minimum or avoided altogether.</p>
<p> </p>
<p>Feeding is simple for the unfussy German Midnight Black Ram Cichlid. High-quality dry, frozen, and live meaty foods will all be readily accepted. Quality and variety are the keys to a diet that will ensure that this fish maintains optimal health and coloration.</p>
<p> </p>
<p>We are offering sub-adult specimens of this magnificent variety. They are already displaying superb coloration. We are not currently offereing sexed specimens, but may do so in the future if possible.</p>
<p> </p>
<p><strong>What We Like About This Fish:</strong></p>
<ul>
<li>Higher black coloration in both males and females</li>
<li>Hardy with plenty of personality once established in the aquarium</li>
<li>Possible to breed in the aquarium</li>
<li>Compatible with many other species in a spacious tank</li>
<li>Thrives in the planted aquarium</li>
</ul>
<p> </p>
<p><strong>RECOMMENDED TANK PARAMETERS:</strong></p>
<ul>
<li>
<u>Temperature</u>:  78.8° - 86° F (26° - 30° C), although 82<span>°+ F (28°+ C) is optimal</span>
</li>
<li>
<u>pH</u>:  6.0 - 7.5, tank-bred specimens are more flexible regarding pH level</li>
<li>
<u>KH</u>:  0 - 10 KH</li>
<li>
<u>Minimum tank size</u>:  20-30 gallons for a small group, but a larger aquarium should be used for a community of several species</li>
</ul>
<p> </p>
<p><strong>CARE GUIDELINES:</strong></p>
<ul>
<li>
<u>Diet</u>:  Carnivorous. A variety of high-quality dry, frozen, and live meaty foods is necessary for optimal health and coloration.</li>
<li>
<u>Social behavior</u>:  Congregates loosely in groups. Males can be territorial when attempting to spawn and females are very protective of their eggs during spawning.</li>
<li>
<u>Origin</u>:  Tank-bred, but indigenous to South America</li>
<li>
<u>Average adult size</u>:  1 – 1.6 inches</li>
<li>
<u>Average purchase size</u>:  1 – 1.2 inches (2.5 – 3 cm)</li>
</ul>",Best4Pets,Uncategorized,,"Exclusive fish, freshwater fish, planted aquarium fish",true,Title,Default Title,,,,,,,,,1250.0,shopify,0,deny,manual,2190.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/files/midnight.ramirezi.best4pets.in.webp?v=1719236670,1,,false,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,german midnight black ramirezi (pair),Dwarf Cichlid (Apisto/Ram)
tri-colour-oranda-43inch,Tri Colour Oranda 3Inch,"<h3 style=""text-align: center;""><span data-mce-fragment=""1"">PHOTOGRAPH SHARED Is a representative Photo Only. If you want a Photo of the Actual fish in Stock please contact via WhatsApp or Checkout our Instagram Channel </span></h3>
<p><span data-mce-fragment=""1"">The Tricolor Oranda Goldfish is a color variation of the Veil Tail or Oranda Goldfish, and can be recognized by its white, orange and black coloration. The most stunning feature of this fish is the long veiled tail, and have long been considered as the most representative goldfish of China.All goldfish are members of the carp group and are generally quite hardy. The Tricolor Goldfish will do well in a 30 gallon or larger tank with a fine gravel bottom and hardy, cold water plants. Goldfish are diggers and will scatter the fine sand onto leaves, injuring thin and less hardy plants. Roots and well-rounded river rocks are a good addition to the aquarium.</span><span data-mce-fragment=""1""></span></p>
<p> </p>
<p data-mce-fragment=""1"">There appears to be a definite courtship ritual when Goldfish breed. Breeding often results in up to 1,000 eggs, with fry hatching in five to six days. The fry should be fed small pieces of live or prepared foods designed for egg-laying fish.</p>
<p data-mce-fragment=""1"">Goldfish are omnivorous and will eat all types of dried and live foods. Limit protein, however, to 30% of the diet. A Goldfish flake or pellet food will provide these fish with the proper nutrition.</p>",Best4Pets,Uncategorized,,"Exclusive fish, freshwater fish, goldfish",false,Title,Default Title,,,,,,,,,3000.0,shopify,-12,deny,manual,1050.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/tri.colour.oranda.best4pets.in.jpg?v=1674286606,1,,false,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,tri colour oranda 3inch,Goldfish
calico-bubble-eye-goldfish-4,"Calico Bubble Eye Goldfish 3"" (Pair)","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">The Bubble Eye goldfish is sometimes also called the <strong data-mce-fragment=""1"">Water-Bubble Eye goldfish</strong> and has the scientific name, Carassius auratus auratus. </span></p>
<p data-mce-fragment=""1"">The most intriguing feature of the Bubble Eye Goldfish is its bubbles. The bubbles on this goldfish begin to develop when it is 6-9 months old, leading to the name Water-Bubble Eye. By the time these goldfish are 2 years old, the bubbles are very large. These water-filled bubbles actually get so big that they can even make it difficult for this fish to see and swim</p>
<p data-mce-fragment=""1"">Besides its infamous bubbles, the Bubble Eye Goldfish is one the most unique-looking of the goldfish varieties. the Bubble Eye Goldfish is dorsal-less, so it does not have a fin on the top of its back.</p>
<p data-mce-fragment=""1"">The Bubble Eye Goldfish, also known as the Water-Bubble Eye Goldfish, was developed in China. It is one of the more than 125 captive bred fancy goldfish varieties.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">What We Like About This Fish:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Peaceful and hardy addition to goldfish tanks and some ponds.</li>
<li data-mce-fragment=""1"">Very active</li>
<li data-mce-fragment=""1"">Unique appearance as well as plenty of personality.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">CARE GUIDELINES:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Diet: Omnivorous, should be fed relatively low-protein foods designed specifically for goldfish</li>
<li data-mce-fragment=""1"">Social behaviour: Social with other goldfish</li>
</ul>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">RECOMMENDED TANK PARAMETERS: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">pH level range: 6.0 – 8.0 (flexible as long as sudden changes are avoided.)</li>
<li data-mce-fragment=""1"">Temperature range: 65° - 72° F (18° - 22° C)</li>
<li data-mce-fragment=""1"">KH: 5 - 19 dKH</li>
<li data-mce-fragment=""1"">Minimum tank: This fish should be given the largest tank with best filtration possible.</li>
</ul>",Best4Pets,Uncategorized,,"Exclusive fish, freshwater fish, goldfish",false,Title,Default Title,,,,,,,,,6000.0,shopify,5,deny,manual,750.00,300.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/calico.bubble.eye.best4pets.in.jpg?v=1663482302,1,,false,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,draft,"calico bubble eye goldfish 3"" (pair)",Goldfish
calico-bubble-eye-goldfish-2,"Calico Bubble Eye Goldfish 2""","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">The Bubble Eye goldfish is sometimes also called the <strong data-mce-fragment=""1"">Water-Bubble Eye goldfish</strong> and has the scientific name, Carassius auratus auratus. </span></p>
<p data-mce-fragment=""1"">The most intriguing feature of the Bubble Eye Goldfish is its bubbles. The bubbles on this goldfish begin to develop when it is 6-9 months old, leading to the name Water-Bubble Eye. By the time these goldfish are 2 years old, the bubbles are very large. These water-filled bubbles actually get so big that they can even make it difficult for this fish to see and swim</p>
<p data-mce-fragment=""1"">Besides its infamous bubbles, the Bubble Eye Goldfish is one the most unique-looking of the goldfish varieties. the Bubble Eye Goldfish is dorsal-less, so it does not have a fin on the top of its back.</p>
<p data-mce-fragment=""1"">The Bubble Eye Goldfish, also known as the Water-Bubble Eye Goldfish, was developed in China. It is one of the more than 125 captive bred fancy goldfish varieties.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">What We Like About This Fish:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Peaceful and hardy addition to goldfish tanks and some ponds.</li>
<li data-mce-fragment=""1"">Very active</li>
<li data-mce-fragment=""1"">Unique appearance as well as plenty of personality.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">CARE GUIDELINES:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Diet: Omnivorous, should be fed relatively low-protein foods designed specifically for goldfish</li>
<li data-mce-fragment=""1"">Social behaviour: Social with other goldfish</li>
</ul>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">RECOMMENDED TANK PARAMETERS: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">pH level range: 6.0 – 8.0 (flexible as long as sudden changes are avoided.)</li>
<li data-mce-fragment=""1"">Temperature range: 65° - 72° F (18° - 22° C)</li>
<li data-mce-fragment=""1"">KH: 5 - 19 dKH</li>
<li data-mce-fragment=""1"">Minimum tank: This fish should be given the largest tank with best filtration possible.</li>
</ul>",Best4Pets,Uncategorized,,"Exclusive fish, freshwater fish, goldfish",false,Title,Default Title,,,,,,,,,3000.0,shopify,-2,deny,manual,450.00,550.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/calico.bubble.eye.best4pets.in.jpg?v=1663482302,1,,false,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,"calico bubble eye goldfish 2""",Goldfish
red-head-fccp-star-betta-pair,Red Head FCCP Star Betta (Pair),"<p>Stunning Species of Betta. Offered as a pair. <br></p>
<!---->",Best4Pets,Uncategorized,,"betta, Exclusive fish, freshwater fish, nada-hidden",false,Title,Default Title,,,,,,,,,1500.0,shopify,-2,deny,manual,800.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/files/rd.head.fccp.betta.best4pets.in.jpg?v=1717413579,1,,false,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,red head fccp star betta (pair),Betta
l-191-pleco-5inch,L 191 Pleco 3.5inch,"<p>The L191 or Dull Eyed Royal Pleco is a large growing <em>Panaque</em> and one of the more common varieties of what are collectively known as Royal Plecos in the trade. Widespread in Colombia and Venezuela, these plecos are typically collected in the Rio Meta and Caqueta basins in areas with acidic water with moderate to fast flow. Like all species in the genus <em>Panaqu</em><em>e</em> they are wood eaters by nature, and should be offered plenty of driftwood in the aquarium. Specialized diets like Repashy’s xylivore formula gel premix or Sera Catfish Chips are ideal for this species.</p>
<p><strong>L191 Dull Eyed Royal Pleco (Panaque cf. nigrolineatus) </strong></p>
<p><strong>Origin:</strong> Wild Colombia<br><strong>Locale:  </strong>Rio Meta<br><strong>Diet:</strong> Driftwood, Algae, Biofilm<br><strong>Adult Size:</strong> 20″+<br><strong>Recommended Tank Size:</strong> 180 gallons<br><strong>Compatibility:</strong> Generally peaceful but may become aggressive toward similar species</p>
<p><strong>Preferred Water Parameters<br>pH:                          6.5 – 7.5<br>Temp:                     76-80F<br>Ammonia:              0ppm<br>Nitrite:                    0ppm<br>Nitrate:                  &lt;30ppm</strong></p>
<!---->",Best4Pets,Uncategorized,,"Exclusive fish, freshwater fish, L Series Plecos, nada-hidden, PLECO",false,Title,Default Title,,,,,,,,,4000.0,shopify,-1,deny,manual,4560.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/files/l191.pleco.best4pets.in.jpg?v=1717341228,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,l 191 pleco 3.5inch,Pleco (L-number/Bristlenose)
